Repo,IssueNum,Title_Description,Fixers,Labels,Created_at,Closed_at,Creator,Commentators,Label_adders,Label_removers,Assigns,Unassigns,Closer,Links
microsoft/terminal,10229,"Set Windows Terminal preview as default terminal not working ### Windows Terminal version (or Windows build number)

Windows Terminal preview 1.9.1445.0

### Other Software

Microsoft Windows insider preview [version 10.0.21390.1]

### Steps to reproduce

- Open Windows Terminal preview settings
- Set Windows Terminal Preview as default terminal
- Save change
- Open cmd or PowerShell from the start menu

### Expected Behavior

The shell should be opened inside the Windows Terminal Preview

### Actual Behavior

The shell is open inside conhost

Here is the contents of my current registry corresponding to the console and terminal delegation to Windows Terminal Preview
``` reg
[HKEY_CURRENT_USER\Console\%%Startup]
""DelegationConsole""=""{06EC847C-C0A5-46B8-92CB-7C92F6E35CD5}""
""DelegationTerminal""=""{86633F1F-6454-40EC-89CE-DA4EBA977EE2}""
```
",miniksa,Needs-Repro;Issue-Bug;Product-Terminal;Needs-Tag-Fix;Priority-1;Area-DefApp,2021-05-27T08:12:36Z,2021-10-06T07:22:14Z,mveril,zadjii-msft;mveril;miniksa,zadjii-msft;DHowett,DHowett,DHowett,,mveril,
microsoft/terminal,10251,"[DefApp] PowerShell opened via Win+X errors 50% of the time ### Windows Terminal version (or Windows build number)

10.0.21390.1, 1.9.1445.0

### Other Software

_No response_

### Steps to reproduce

1. Set Windows Terminal Preview to be the default terminal app
2. Use Win+X to open the system menu, then click Windows PowerShell

### Expected Behavior

Windows Terminal opens, with Windows PowerShell as the active shell.

### Actual Behavior

Around 50% of the time it works fine, the other 50% of the time I get the error below:

```
---------------------------
powershell.exe - Application Error
---------------------------
The application was unable to start correctly (0xc0000142). Click OK to close the application. 
---------------------------
OK   
---------------------------
```

Video showing this behaviour:

https://user-images.githubusercontent.com/5821575/119975767-26bbf900-bfae-11eb-9ee7-553a9373d76d.mp4",miniksa,Resolution-Fix-Committed;Issue-Bug;Needs-Attention;Product-Terminal;Priority-1;Area-DefApp,2021-05-28T11:17:38Z,2021-07-22T12:51:31Z,ianjoneill,zadjii-msft;ianjoneill;miniksa,zadjii-msft,zadjii-msft,miniksa,,,
microsoft/terminal,10274,"Quake Mode multi monitor setup I've been toying with `quake` mode and noticed some odd behaviors when running on multiple monitors, where one is on a vertical orientation.  On first summon quake mode dropped down from my desired ""main"" monitor.  Consecutive summons have it split between two monitors but never on a single monitor.  I tried changing the `monitor` and `desktop` values of the command without luck.

In the attached image you can see that the window dropped down to my left most monitor (which is vertical).  
It appears the drop down is tracing location of mouse relative to left|right of center in regards to the entire resolution of the combined screens (?).


If my mouse is towards left of center it will render on left most monitor, with the right edge meeting center of main screen.
![image](https://user-images.githubusercontent.com/2653176/120077325-efb21a00-c077-11eb-8a1e-5e3f0a006f71.png)

If my mouse is to the right of center of main screen it renders on the right ""half"" of the resolution, with the left edge meeting center of main monitor.
![image](https://user-images.githubusercontent.com/2653176/120077333-f9d41880-c077-11eb-99f3-d6b6d3cffab4.png)

Last interesting thing to happen is -- if my mouse is on the left edge of my left most screen it renders off screen.
![image](https://user-images.githubusercontent.com/2653176/120077359-14a68d00-c078-11eb-9d0f-82952bae4290.png)
",zadjii-msft,Resolution-Fix-Committed;Help Wanted;Issue-Bug;Area-User Interface;Product-Terminal;Priority-2,2021-05-29T16:19:34Z,2021-08-02T19:42:57Z,samirbanjanovic,TomaszGrzmilas;brentos99;nico-abram;zadjii-msft;b-hayes,zadjii-msft,zadjii-msft,zadjii-msft,,,
microsoft/terminal,10319,"Unable to select text correctly while new lines are printed and history buffer is full ### Windows Terminal version (or Windows build number)

10.0.19043.0, 1.8.1444.0

### Other Software

_No response_

### Steps to reproduce

1. Set `""historySize"": 100,` for the profile.
2. Run a script that echoes new lines
3. Try to select text

Example script to test the issue:
```powershell
Do {
	echo $(Get-Random)
	sleep 0.1
}
while ($true)
```

The history buffer must be full for this to trigger.

See attached video:


https://user-images.githubusercontent.com/613331/120690411-d9f48880-c4ad-11eb-8f84-e930b5783dfc.mp4



### Expected Behavior

Correctly select text. It works when the history buffer is full.

### Actual Behavior

The selection scrolls away from you, selecting different text.",PankajBhojwani,Resolution-Fix-Committed;Issue-Bug;Area-TerminalControl;Product-Terminal;Priority-2,2021-06-03T17:55:00Z,2021-08-20T22:36:26Z,xPaw,,zadjii-msft;DHowett,DHowett,DHowett;PankajBhojwani,DHowett,,
microsoft/terminal,10329,"horizontal scroll gesture on trackpad scrolls viewport vertically ### Windows Terminal version (or Windows build number)

1.9.1523.0

### Other Software

_No response_

### Steps to reproduce

with some scroll back on the buffer do a horizontal 2-finger swipe on the trackpad

### Expected Behavior

do nothing

### Actual Behavior

vertical scroll is performed


very annoying if your vertical scroll gesture looks like this:
![image](https://user-images.githubusercontent.com/43626415/120743986-6c0d8880-c4d0-11eb-81cf-e9b4f12004bc.png)
",zadjii-msft,Resolution-Fix-Committed;Help Wanted;Area-Input;Issue-Bug;Area-TerminalControl;Product-Terminal;Priority-2,2021-06-04T04:03:13Z,2021-08-20T22:58:46Z,LuanVSO,zadjii-msft,zadjii-msft,DHowett,zadjii-msft,,,
microsoft/terminal,10353,"awful font rendering quality ### Windows Terminal version (or Windows build number)

1.8.1521.0

### Other Software

_No response_

### Steps to reproduce

Use ""Liberation Mono"" font, size 8pt.
(<https://github.com/liberationfonts/liberation-fonts/files/2926169/liberation-fonts-ttf-2.00.5.tar.gz>)


### Expected Behavior

Proper font rendering like any other program.


### Actual Behavior

See screenshot (comparing with PuTTY and oldschool Console window).

![broken-font](https://user-images.githubusercontent.com/6185338/120990933-69858a00-c781-11eb-96f7-5ef28f949c2b.png)

The respective settings are:
 *  Putty: Liberation Mono 8pt
 *  Console: Liberation Mono 12px
 *  Windows Terminal: Liberation Mono 8 Normal

Setting `experimental.rendering.software` or changing font size or weight does not improve anything.
",lhecker,Resolution-Duplicate;Area-Fonts;Issue-Bug;Product-Terminal;Priority-3,2021-06-07T09:19:56Z,2022-08-16T18:23:53Z,manxorist,skyline75489;manxorist;lhecker;j4james;zadjii-msft;DHowett;miniksa,zadjii-msft,zadjii-msft,zadjii-msft;lhecker,,lhecker,
microsoft/terminal,10358,"Defterm launches into quake window ### Windows Terminal version (or Windows build number)

1.9.1445.0

### Other Software

_No response_

### Steps to reproduce

* Launch Windows Terminal Preview and ensure Terminal Preview is set as your default terminal
* Open a quake window
* Dismiss quake window with `Win+\``
* Close initial terminal window
* Launch a ps1 file from file explorer

Since the quake window is the only open Terminal window, defterm launches into that instead of creating a new terminal instance.

### Expected Behavior

A new terminal instance is created.

### Actual Behavior

The quake window is opened and attempts to run the selected file.",leonMSFT,Resolution-Fix-Committed;Issue-Bug;Product-Terminal;Area-DefApp,2021-06-07T22:32:18Z,2021-08-05T17:05:22Z,cinnamon-msft,miniksa,cinnamon-msft,cinnamon-msft,zadjii-msft;leonMSFT,zadjii-msft,,
microsoft/terminal,10365,"Saving in the Settings UI breaks ""iterateOn"" ### Windows Terminal version (or Windows build number)

1.9.1523.0

### Other Software

_No response_

### Steps to reproduce

I have [written a blogpost](https://www.fesevur.com/2021/02/17/windows-terminal-command-palette/) on how to add the profiles to the command palette.

When I copy-paste the code mentioned on that page directly in `settings.json` everything works as expected.

When I open the Settings UI and press save the key `iterateOn` is deleted, even without changing anything.

For reference, this is a snippet:

```json
{
	""iterateOn"": ""profiles"",
	""icon"": ""${profile.icon}"",
	""name"": ""${profile.name}: New tab"",
	""command"": {
		""action"": ""newTab"",
		""profile"": ""${profile.name}""
	}
}
```

### Expected Behavior

Saving from the Settings UI doesn't remove anything.

### Actual Behavior

Saving from the UI removes the `iterateOn` key-values pair from `settings.json`.",carlos-zamora,Resolution-Fix-Committed;Issue-Bug;Area-Settings;Product-Terminal;Severity-Blocking;Priority-0,2021-06-08T14:49:50Z,2021-06-10T18:25:28Z,ffes,DHowett,DHowett,carlos-zamora,carlos-zamora,,,
microsoft/terminal,1037,"Two high-hit-rate crashes observed in TSF after ATL migration MSFT#21776133 caused by `NULL_POINTER_READ_c0000005_conhost.exe!CConsoleTSF::Initialize`
MSFT#21781836 caused by `FATAL_USER_CALLBACK_EXCEPTION_c000041d_conhost.exe!wil::com_ptr_t_ITfContext,wil::err_returncode_policy_::try_query_ITfSourceSingle_`",miniksa,Product-Conhost;Resolution-Fix-Committed;Area-Input;Issue-Bug;Severity-Crash,2019-05-28T18:26:15Z,2019-05-28T23:03:23Z,DHowett-MSFT,miniksa,DHowett-MSFT;miniksa,DHowett-MSFT;miniksa,DHowett-MSFT,,DHowett-MSFT,
microsoft/terminal,1038,"Bug Report Cant select text in newly open tab occasionally <!--
This bug tracker is monitored by Windows Terminal development team and other technical folks.

**Important: When reporting BSODs or security issues, DO NOT attach memory dumps, logs, or traces to Github issues**.
Instead, send dumps/traces to secure@microsoft.com, referencing this GitHub issue.

Please use this form and describe your issue, concisely but precisely, with as much detail as possible.

-->

# Environment

```none
Windows build number: Microsoft Windows [Version 10.0.18898.1000]
Windows Terminal version (if applicable):

Any other software?
```

# Steps to reproduce
1. Open new tab in flyout menu
2. Try to select text in the newly created tab

<!-- A description of how to trigger this bug. -->

# Expected behavior
Text should be selected as normal

<!-- A description of what you're expecting, possibly containing screenshots or reference material. -->

# Actual behavior
Terminal doesn't response to mouse dragging occasionally

<!-- What's actually happening? -->
![Imgur](https://i.imgur.com/0LTBd84.gif)",carlos-zamora,Resolution-Duplicate;Help Wanted;Area-Interaction;Issue-Bug;Product-Terminal,2019-05-28T18:33:09Z,2020-01-28T22:56:50Z,Summon528,Summon528;DHowett-MSFT;carlos-zamora,DHowett-MSFT;cinnamon-msft,DHowett-MSFT,zadjii-msft,,,
microsoft/terminal,10386,"[DefApp] Handoff to active window causes visibility to be toggled ### Windows Terminal version (or Windows build number)

1.9

### Other Software

_No response_

### Steps to reproduce

From an open Terminal window, `start cmd`

### Expected Behavior

It opens

### Actual Behavior

It minimizes!",miniksa,Resolution-Fix-Committed;Issue-Bug;Product-Terminal;Priority-2;Area-DefApp,2021-06-09T22:04:58Z,2021-06-10T06:42:12Z,DHowett,zadjii-msft;miniksa,DHowett,DHowett;miniksa,DHowett,,,
microsoft/terminal,10406,"Pencil icon (Edit button) on Actions page is invisible with light theme ### Windows Terminal version (or Windows build number)

Windows Terminal Preview 1.9.1445.0 on Windows 10.0.19043.1052

### Other Software

N/A

### Steps to reproduce

1. Select the light theme in Windows settings (Personalization, Colors).
2. Start Windows Terminal Preview.
3. Open the Settings tab.
4. Close the session tab. (Only to exclude it from screen shots.)
5. Select the Actions page of the Settings tab.
6. Press the Tab key a few times, to select one of the actions listed.

### Expected Behavior

Should have a pencil icon at the right side of the description of the key binding.

The pencil icon would show up all right with a dark theme:

![image](https://user-images.githubusercontent.com/46201428/121649597-65b77780-caa1-11eb-99c2-0c635d4aa4ea.png)


### Actual Behavior

No pencil icon is visible, but if you press Tab once more, the focus rectangle moves to the invisible pencil icon anyway.

![image](https://user-images.githubusercontent.com/46201428/121649232-0bb6b200-caa1-11eb-94c0-425f5abef94c.png)

![image](https://user-images.githubusercontent.com/46201428/121649267-16714700-caa1-11eb-90a6-5e1dd4b2ea65.png)

",carlos-zamora,Resolution-Fix-Committed;Issue-Bug;Needs-Triage;Product-Terminal;Area-Settings UI,2021-06-11T07:41:00Z,2021-06-14T16:51:16Z,KalleOlaviNiemitalo,KalleOlaviNiemitalo;mdtauk;DHowett,carlos-zamora,carlos-zamora,carlos-zamora,,,
microsoft/terminal,10479,"Entire Terminal app is randomly crashing while closing tabs ### Windows Terminal version (or Windows build number)

1.8.1521.0

### Other Software

_No response_

### Steps to reproduce

1. Set WSL profile as default one
2. Open a lot of tabs with Ctrl+Shift+T
3. Start closing them with Ctrl+D

### Expected Behavior

Tabs should either close, or tab contents should end with `Process exited with code XXXXXX`

### Actual Behavior

Whole Terminal app is crashing, with all sessions that were running inside it. I'm seeing this behavior on two separate machines.

It is happening randomly, most of the time it works correctly, but I had a couple of situations where entire Terminal crashed while I was doing more important things :(

This is WSL profile I have on my laptop, the other one has no theme or font settings.
```
           {
                ""bellStyle"": ""none"",
                ""closeOnExit"": ""graceful"",
                ""colorScheme"": ""One Half Dark"",
                ""cursorShape"": ""filledBox"",
                ""fontFace"": ""Terminus (TTF) for Windows"",
                ""fontSize"": 9,
                ""guid"": ""{07b52e3e-de2c-5db4-bd2d-ba144ed6c273}"",
                ""hidden"": false,
                ""historySize"": 50000,
                ""name"": ""Ubuntu-20.04"",
                ""source"": ""Windows.Terminal.Wsl"",
                ""startingDirectory"": ""\\\\wsl$\\Ubuntu-20.04\\home\\patryk"",
                ""useAcrylic"": false
            }
```",lhecker,Resolution-Fix-Committed;Issue-Bug;Area-TerminalControl;Severity-Crash;Product-Terminal;Priority-1,2021-06-22T00:02:46Z,2021-07-06T21:59:45Z,pjakuszew,skyline75489;pjakuszew;j4james;lhecker,lhecker;DHowett,DHowett,lhecker,,,
microsoft/terminal,10539,"Fragments with ""hidden"" field are masked by our generated ""hidden"" field in the profile stub <!-- 
棣冩瘍棣冩瘍棣冩瘍棣冩瘍棣冩瘍棣冩瘍棣冩瘍棣冩瘍棣冩瘍棣冩瘍

I ACKNOWLEDGE THE FOLLOWING BEFORE PROCEEDING:
1. If I delete this entire template and go my own path, the core team may close my issue without further explanation or engagement.
2. If I list multiple bugs/concerns in this one issue, the core team may close my issue without further explanation or engagement.
3. If I write an issue that has many duplicates, the core team may close my issue without further explanation or engagement (and without necessarily spending time to find the exact duplicate ID number).
4. If I leave the title incomplete when filing the issue, the core team may close my issue without further explanation or engagement.
5. If I file something completely blank in the body, the core team may close my issue without further explanation or engagement.

All good? Then proceed!
-->

I am working with the fragments and it is so handy.  One thing I would like to see is a way to allow us to set some of the fragments to hidden within the file.  This way we can easily swap in and out fragments without having to delete entries.

I have a bunch of projects on the go but not all of them are active so I would like to just update my fragment json file and hide them when not in use.

# Proposed technical implementation details (optional)
Just as we have with the regular ""Profiles"", allowing us to use a [ ""hidden"": false ] flag in our fragments.",PankajBhojwani,Resolution-Fix-Committed;Issue-Bug;Area-Settings;Product-Terminal,2021-06-30T17:45:41Z,2021-07-21T22:41:12Z,ZeroCoolGOS,PankajBhojwani;ZeroCoolGOS;DHowett;zadjii-msft,ZeroCoolGOS;PankajBhojwani;DHowett,DHowett;zadjii-msft,PankajBhojwani,,,
microsoft/terminal,1055,"Left side of text is cut off when maximizing windows terminal on non-primary monitor <!--
This bug tracker is monitored by Windows Terminal development team and other technical folks.

**Important: When reporting BSODs or security issues, DO NOT attach memory dumps, logs, or traces to Github issues**.
Instead, send dumps/traces to secure@microsoft.com, referencing this GitHub issue.

Please use this form and describe your issue, concisely but precisely, with as much detail as possible.

-->

# Environment

```none
Windows build number: [run ""ver"" at a command prompt]
Windows Terminal version (if applicable):

Any other software?
```
Microsoft Windows [Version 10.0.18892.1001] 

# Steps to reproduce

Press the maximize button when the terminal is on a non-primary monitor

# Expected behavior

All text should be visible

# Actual behavior

A portion of the leftmost column of cells is cut off. 

The text is fine when maximized on the primary monitor.
",miniksa;dsafa,Resolution-Fix-Committed;Help Wanted;Issue-Bug;Area-User Interface;Product-Terminal,2019-05-29T19:58:50Z,2019-07-11T17:59:20Z,adiviness,Archomeda;dkter;gmckeown;DaviMedrade;miniksa;dsafa;rw3iss;mani2jeff;YihaoPeng;benjisoft;troybailey36,adiviness;DHowett-MSFT,DHowett-MSFT,cinnamon-msft,,DHowett-MSFT,
