Repo,IssueNum,Title_Description,Fixers,Labels,Created_at,Closed_at,Creator,Commentators,Label_adders,Label_removers,Assigns,Unassigns,Closer,Links
microsoft/PowerToys,10253,"[FZ Editor] UI splitter tool doesn't pick the accent color [difficult to reproduce] This is from current master.
I created a new user that has the default windows settings, and while the accent color is picked for all the other UI elements, it's not picked for the slitter.
Turning on 
![image](https://user-images.githubusercontent.com/3206696/111206542-c8939280-85c8-11eb-8ccd-d3adae92a6c7.png)
fixes the problem. But I haven't been able to reproduce it on other accounts.
And it only reproduces when using the Windows light App Mode.

<img width=""770"" alt=""Screenshot 2021-03-15 193942"" src=""https://user-images.githubusercontent.com/3206696/111205080-2030fe80-85c7-11eb-976d-0453fb7c4ca7.png"">
",niels9001,Issue-Bug;FancyZones-Editor;Resolution-Fix-Committed;Area-User Interface;Priority-3,2021-03-15T19:01:15Z,2021-04-01T18:17:33Z,enricogior,niels9001;crutkas,enricogior,enricogior,niels9001,,crutkas,
microsoft/PowerToys,1031,"PowerRenamer: Bug / Refresh Issue / Broken Reload State When PowerRenamer is used a second time, it remembers the previous rename pattern, unfortunately that remembered pattern is not applied to the selected files renamed list until it has been edited.  **aka broken reload state.**

**Issue:** Bug Seen (Renamed File Preview Column is blank on load instead of previewing remembered pattern that is in the pattern field as it should):
![bug_01](https://user-images.githubusercontent.com/36280055/71561639-e8738080-2a2d-11ea-8b1d-d37c25eb0123.jpg)

**Workaround:** Any Edit to that Field starts immediately applying to the Renamed File Preview Column and it works as expected again:
![bug_02](https://user-images.githubusercontent.com/36280055/71561641-ef9a8e80-2a2d-11ea-8bde-815f20151c02.jpg)

Deleting and re-adding the final character, in this case ""p"", to the pattern is a workaround to be able to apply/preview the rename from an existing pattern.  remembering the previous pattern is great, but it should ALSO properly preview and be able to apply that pattern in the renamed files list as expected so one can review and apply right away without any weird workarounds or unexpected behavior.

**Thanks for the awesome tool! :-) Love it.**
",chrdavis,Issue-Bug;Product-PowerRename;Resolution-Fix-Committed,2019-12-29T19:32:46Z,2020-03-04T18:30:47Z,JoshuaJarman,crutkas;chrdavis;JoshuaJarman;enricogior,crutkas;chrdavis,,chrdavis,,enricogior,
microsoft/PowerToys,10315,"PowerLauncher.exe process holds a handle to AppxManifest.xml 
## 閳 Computer information

- PowerToys version: 0.33.1
- PowerToy Utility: PowerLauncher
- Running PowerToys as Admin: no
- Windows build number: [run ""winver""] 19042.746

## 棣冩憫 Provide detailed reproduction steps (if any)

1. Create a new UWP project in VS2019 (nothing fancy)
2. Build and deploy the project locally (i.e. Debug x86), stop debugging.
3. Open Start menu and uninstall the app
4. Close VS2019 and open the project's folder in File Explorer
5. Attempt to delete **obj** and **bin** folders

### 閴佹棑绗 Expected result

The bin folder is deleted

### 閴 Actual result

The bin folder cannot be deleted because another process has a lock on a file inside the bin folder

After digging in, it appears PowerLauncher.exe has 2 locks on the AppxManifest.xml file (see Screenshot). 


## 棣冩懖 Screenshots


This screenshot should explain it all (open image in new tab to see full size 1695x929)

![image](https://user-images.githubusercontent.com/3520532/111672144-09212500-87f0-11eb-89f9-794c72d639e4.png)


## Workaround

A temporary workaround is to end the PowerLauncher process that is holding the file lock.

1. Open the Resource Monitor app on Windows 10
2. Select the CPU tab
3. Search for the name of the project in the Associated Handles search box (see screenshot above)
4. Right click on the PowerLauncher.exe result and select ""End Process""
5. You can now delete the bin folder.

Note: This effectively kills the current PowerLauncher instance. However, you can relaunch a new instance by using your PowerLauncher hot key (Alt+Space).",yuyoyuppe,Issue-Bug;Product-PowerToys Run;Resolution-Fix-Committed;Priority-0,2021-03-18T17:56:23Z,2021-04-01T18:17:59Z,LanceMcCarthy,LanceMcCarthy;enricogior;crutkas,LanceMcCarthy;crutkas,crutkas,,,crutkas,
microsoft/PowerToys,10359,"Fix ColorPicker log file location and include it in the Bug Report ColorPicker have a log file that is created in `C:\Users\user\AppData\Roaming\ColorPicker` instead of `C:\Users\user\AppData\Local\Microsoft\PowerToys\ColorPicker`.
That log file isn't included in the archive generated by the bug report tool.",mykhailopylyp,Issue-Bug;Resolution-Fix-Committed;Priority-1;Product-Color Picker;Area-Bug Report Tool,2021-03-21T17:10:05Z,2021-04-01T18:10:57Z,davidegiacometti,enricogior;crutkas,davidegiacometti;enricogior;mykhailopylyp,davidegiacometti;enricogior,mykhailopylyp,,crutkas,
microsoft/PowerToys,10377,"[PowerRename] Recognizing the extension in the folder name ## 閳 Computer information

- PowerToys version: v0.33.1
- PowerToy Utility: PowerRename
- Running PowerToys as Admin:
- Windows build number: 19042.867

## 棣冩憫 Provide detailed reproduction steps

1. Rename a folder with a dot in the name
2. checked ""Item name only"" option 
3. Replace dot with any character 

sample:
folder name : one.two.three.four
replace . with space character 
### 閴佹棑绗 Expected result

folder name: one two three four

### 閴 Actual result

folder name: one two three.four

## 棣冩懖 Screenshots
![Screenshot 2021-03-22 183823](https://user-images.githubusercontent.com/45229646/112004006-08192c00-8b3f-11eb-8c3c-9952765d6af5.png)

",stefansjfw,Issue-Bug;Product-PowerRename;Resolution-Fix-Committed;Priority-3,2021-03-22T14:29:52Z,2022-01-06T22:38:58Z,payambordbar,Jay-o-Way;payambordbar;stefansjfw;crutkas,payambordbar;enricogior;stefansjfw,enricogior;stefansjfw,stefansjfw,,crutkas,microsoft/PowerToys#14680;
microsoft/PowerToys,1039,"MSIX: PowerRename dialog is not on the foreground When PT is installed using MSIX, the PowerRename dialog doesn't show up on the foreground",yuyoyuppe,Issue-Bug;Product-PowerRename;Resolution-Fix-Committed;External-Dependency,2020-01-02T09:50:54Z,2020-03-03T19:49:53Z,enricogior,crutkas;wjk;enricogior;arjunbalgovind,enricogior;yuyoyuppe,yuyoyuppe,enricogior,,enricogior,
microsoft/PowerToys,10400,"PowerToys RUN not Opening <!--
**Important: When reporting BSODs or security issues, DO NOT attach memory dumps, logs, or traces to Github issues**.
Instead, send dumps/traces to secure@microsoft.com, referencing this GitHub issue.
-->

## 閳 Computer information

- PowerToys version: 0.33.1
- PowerToy Utility: PowerToys Run
- Running PowerToys as Admin: Yes and No (Both Tryed)
- Windows build number: [run ""winver""] 19042.867

## 棣冩憫 Provide detailed reproduction steps (if any)
1. 閳Hitting Alt+Tab to Open Run

### 閴佹棑绗 Expected result

_What is the expected result of the above steps?_
PowerToys Opens as a Dialog

### 閴 Actual result

_What is the actual result of the above steps?_
Nothing, even after Restart, Run was not displayed

## 棣冩懖 Screenshots

_Are there any useful screenshots? WinKey+Shift+S and then just paste them directly into the form_
Can't show something not working.
",mykhailopylyp,Issue-Bug;Product-PowerToys Run;Resolution-Fix-Committed;Priority-1,2021-03-23T19:33:06Z,2021-07-02T14:16:52Z,dkr91,ajtruckle;VNGVNGVNG;N8Deathrider;mykhailopylyp;TheFunnyBrain;enricogior;dkr91,dkr91;enricogior,enricogior,,,mykhailopylyp,
microsoft/PowerToys,10404,"[Settings][Plugin Manager] Flickering on changing Plugin settings <!--
**Important: When reporting BSODs or security issues, DO NOT attach memory dumps, logs, or traces to Github issues**.
Instead, send dumps/traces to secure@microsoft.com, referencing this GitHub issue.
-->

## 閳 Computer information

- PowerToys version: master (2021-03-24)
- PowerToy Utility: Settings
- Running PowerToys as Admin: no
- Windows build number: 20H2

## 棣冩憫 Provide detailed reproduction steps (if any)

1. Open settings
2. Got to PT Run settings
3. Disable plugin

### 閴佹棑绗 Expected result

no flicker

### 閴 Actual result

flicker

## 棣冩懖 Screenshots

![pt-run-plugin-flicker](https://user-images.githubusercontent.com/61519853/112282326-4c174880-8c87-11eb-9c29-308e6b949db0.gif)

",mykhailopylyp,Issue-Bug;Product-Settings;Resolution-Fix-Committed;Area-User Interface;Run-Plugin Manager,2021-03-24T08:57:12Z,2021-04-01T18:11:10Z,htcfreek,htcfreek;enricogior;mykhailopylyp;crutkas,htcfreek;mykhailopylyp,enricogior;mykhailopylyp,mykhailopylyp,,crutkas,
microsoft/PowerToys,1046,"[FancyZones] Zones are drawn in two different rendering orders for editor vs shift-display **Bug:** However, when the zones are drawn to an end user, it is reversed.  The first item is on top.  This is backwards based on how the editor was drawn.  See screenshot below

![image](https://user-images.githubusercontent.com/1462282/71840059-70323e00-3071-11ea-86b6-5ea7bfba657a.png)

**Steps to recreate:**
1. Create a layout with 4 overlapping zones.  (see screenshot)
2. Apply zone
3. Hold shift and see how the ordering now has reversed it self.  First zone is now on top.

This also affects the default zones.  Look at the Focus predefined layout.
",vldmr11080,Issue-Bug;FancyZones-Dragging&UI;FancyZones-Editor;Product-FancyZones;Resolution-Fix-Committed,2020-01-06T18:52:19Z,2020-03-03T19:49:45Z,crutkas,enricogior,crutkas;vldmr11080,,enricogior,,enricogior,
microsoft/PowerToys,10524,"Preview md files even though 'Enable Markdown' option is unchecked ### Microsoft PowerToys version

0.33.1

### Running as admin

No

### Area(s) with issue?

MD Preview

### Other Software

_No response_

### Steps to reproduce

- Start PowerToys as admin
- Enable Markdown preview
- Verify that md files are shown in the preview
- Disable Markdown preview
- Verify that md files are not shown in the preview
- Restart PowerToys as user
- Verify that md files are not shown
- Restart PowerToys as administrator
- Verify that md files are shown even though Markdown preview is not enbaled

### 閴佹棑绗 Expected Behavior

Markdown preview does not work

### 閴 Actual Behavior

Markdown preview works

",jaimecbernardo,Issue-Bug;Resolution-Fix-Committed;Product-File Explorer,2021-04-01T11:06:46Z,2021-09-02T19:59:54Z,mykhailopylyp,dedavis6797,mykhailopylyp;enricogior;jaimecbernardo,enricogior;jaimecbernardo,jaimecbernardo,,dedavis6797,
microsoft/PowerToys,10543,"FZ Editor: small UI glitches (incl. space for text) ### Microsoft PowerToys version

0.35

### Running as admin

No

### Area(s) with issue?

FancyZones Editor

### Other Software

Negative

### Steps to reproduce

Open Fancy Zones Editor, edit a layout.
Also edit a grid.

### 閴佹棑绗 Expected Behavior

Scroll bar shouldn't even be there. GUI should auto adapt to content.

### 閴 Actual Behavior

Text and/or controls is not displayed properly.

![image](https://user-images.githubusercontent.com/65828559/113416162-05c99400-93c1-11eb-90f8-fd4f38f4b04f.png)
![image](https://user-images.githubusercontent.com/65828559/113416168-095d1b00-93c1-11eb-996d-8f5aa0b0f9c5.png)
",niels9001,Issue-Bug;FancyZones-Editor;Resolution-Fix-Committed;Area-User Interface,2021-04-02T12:38:36Z,2021-04-29T22:55:37Z,Jay-o-Way,Jay-o-Way;htcfreek;enricogior,Jay-o-Way;crutkas;niels9001;enricogior,crutkas;enricogior,niels9001,,enricogior,
